folder_name	RGID	RGLB	RGPL	RGDS1	RGDS2	RGSM	RGPU
6585350e-3309-45f3-882a-3383ae9b598a	SRR11798388	SRR11798388_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD022N	NS500624:148:HVN2MBGX2:3
a2ffabb8-0e63-49fb-af25-224557927d42	SRR11798323	SRR11798323_LB	ILLUMINA	10X3v2	NovaSeq6000	dd49p	A00319:15:H7K3FDMXX:2
a0d61b5f-3729-4fc0-bc0e-a5073837c5d5	SRR11798394	SRR11798394_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD023N	NS500624:148:HVN2MBGX2:4
8e698f51-b261-4368-8d62-344b17685ba2	SRR11798386	SRR11798386_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD022N	NS500624:148:HVN2MBGX2:1
f1f0b5b6-9734-4da3-b1cc-ab7d8f8b8718	SRR11798402	SRR11798402_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD023N	NS500624:148:HVN2MBGX2:1
548db57f-ff04-4283-b8cd-9d0f0bc0c810	SRR11798279	SRR11798279_LB	ILLUMINA	Drop-seq	HiSeq4000	BG9_25	K00208:YBP053:2
5edd2793-6c35-4a2a-aa5d-f27748fa5808	SRR11798320	SRR11798320_LB	ILLUMINA	10X3v2	NovaSeq6000	dd49p	A00319:14:H7HTLDMXX:1
ab5558cb-50f9-4937-9f45-72924336b4ac	SRR11798408	SRR11798408_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD024N	NS500624:148:HVN2MBGX2:2
a12c0b58-74b7-4a16-8c97-737c2c5dd7dc	SRR11798409	SRR11798409_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD024N	NS500624:148:HVN2MBGX2:3
88b4740c-f73e-4fa9-9995-d234200fe15f	SRR11798398	SRR11798398_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD023N	NS500624:148:HVN2MBGX2:4
9a2c1049-0c87-4f2a-8e90-ef1c9dc8c349	SRR11798456	SRR11798456_LB	ILLUMINA	10X3v2	NextSeq500	ND16737_ALI	NB502093:47:HFLFMBGX9:2
269af9d6-c123-41af-8559-d9adec0c1791	SRR11798367	SRR11798367_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD020N	NS500624:136:HCKW3BGX2:2
ff393761-ce7c-447b-b858-1d2b4eccbdde	SRR11798282	SRR11798282_LB	ILLUMINA	Drop-seq	HiSeq4000	BG9_30	K00208:YBP053:2
22de449e-9401-439f-88b5-c8ccd51b8f0f	SRR11798349	SRR11798349_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD019N	NS500624:134:HFFV2BGX2:3
67a2c67b-8cfc-4660-9a51-1815bd7eb8d5	SRR11798428	SRR11798428_LB	ILLUMINA	10X3v2	NextSeq500	ND17494	NB502093:58:HHTKJBGXB:2
b955ed2b-f664-41f4-a6d4-d597ff7cea11	SRR11798355	SRR11798355_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD019N	NS500624:134:HFFV2BGX2:2
275890a5-bcdc-485d-86e2-275e28d9b2e3	SRR11798304	SRR11798304_LB	ILLUMINA	10X3v2	NovaSeq6000	dd39p	NS500624:159:H2H35BGX3:1
760dcd77-8993-4e9a-96de-608bb80f84c4	SRR11798375	SRR11798375_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD022N	NS500624:148:HVN2MBGX2:1
e27dd644-29e3-4097-b2bf-bc3c6270f1ee	SRR11798363	SRR11798363_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD020N	NS500624:136:HCKW3BGX2:1
12c4c6fb-ec38-429d-8f68-d1cac8e5ab4a	SRR11798311	SRR11798311_LB	ILLUMINA	10X3v2	NovaSeq6000	dd39p	NS500624:159:H2H35BGX3:4
190f5532-e55c-4400-8ef0-8c0be6172e0d	SRR11798337	SRR11798337_LB	ILLUMINA	10X3v2	NovaSeq6000	KKCFFT32N	A00319:12:H57GGDMXX:1
1d0fb0ec-bbe0-43db-a85d-d32e7ab4d7fe	SRR11798339	SRR11798339_LB	ILLUMINA	10X3v2	NovaSeq6000	KKCFFT32N	A00319:12:H57GGDMXX:1
7ad33edb-97c6-46ca-8551-00ae0182b808	SRR11798446	SRR11798446_LB	ILLUMINA	10X3v2	NextSeq500	ND15656	NB502093:32:H32J5BGX5:4
5284e07b-a6d0-4c3a-9a53-3b650c3515ee	SRR11798458	SRR11798458_LB	ILLUMINA	10X3v2	NextSeq500	ND16737_ALI	NB502093:47:HFLFMBGX9:4
cf93af75-d276-4119-8219-3ee6dab39d8c	SRR11798476	SRR11798476_LB	ILLUMINA	Drop-seq	HiSeq4000	BG9_3	K00208:YAP056:1
d3d2cb67-450f-4462-acec-23aa6ed44ea8	SRR11798407	SRR11798407_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD024N	NS500624:148:HVN2MBGX2:1
ebb6b514-9094-448d-aee7-11f3f185743a	SRR11798433	SRR11798433_LB	ILLUMINA	10X3v2	NextSeq500	CF301018	NB502093:35:H32FGBGX5:3
842d10d7-5726-4df5-a312-d7fa3bdade96	SRR11798426	SRR11798426_LB	ILLUMINA	10X3v2	NextSeq500	ND15989	NB502093:33:H32JKBGX5:4
520c3b05-007b-466c-bb31-d444d64db971	SRR11798421	SRR11798421_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD024N	NS500624:148:HVN2MBGX2:4
5a0af0ac-399b-4d7f-ab7f-ed7c5db98f2d	SRR11798443	SRR11798443_LB	ILLUMINA	10X3v2	NextSeq500	ND15656	NB502093:32:H32J5BGX5:1
ee1b373d-7e34-41cf-a132-ff221308045f	SRR11798447	SRR11798447_LB	ILLUMINA	10X3v2	NextSeq500	ND15989_ALI	NB502093:35:H32FGBGX5:1
c1d76417-5f22-481b-b140-d5b825eb0a66	SRR11798432	SRR11798432_LB	ILLUMINA	10X3v2	NextSeq500	CF301018	NB502093:35:H32FGBGX5:2
61a52a55-53dd-4811-9ddc-0241b984716a	SRR11798294	SRR11798294_LB	ILLUMINA	10X3v2	NovaSeq6000	cc04p	A00319:14:H7HTLDMXX:2
666e5572-4d9d-4666-97ab-04ea4f7f17b9	SRR11798317	SRR11798317_LB	ILLUMINA	10X3v2	NovaSeq6000	dd39p	NS500624:159:H2H35BGX3:3
5193a8d0-2fce-48d5-86c6-cfbb9c9bdfd8	SRR11798389	SRR11798389_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD022N	NS500624:148:HVN2MBGX2:4
9976e3e9-3cd0-481c-995c-1b25e08e8a4b	SRR11798477	SRR11798477_LB	ILLUMINA	Drop-seq	HiSeq4000	BG9_7	K00208:YAP056:1
7478c5d5-b829-4407-8268-07fcd08a3075	SRR11798449	SRR11798449_LB	ILLUMINA	10X3v2	NextSeq500	ND15989_ALI	NB502093:35:H32FGBGX5:3
2aa4db26-9cc9-410d-a33a-d561ec6ff78f	SRR11798281	SRR11798281_LB	ILLUMINA	Drop-seq	HiSeq4000	BG9_27	K00208:YBP053:2
e6474835-eb3c-46f0-9b15-bb9533e1348b	SRR11798424	SRR11798424_LB	ILLUMINA	10X3v2	NextSeq500	ND15989	NB502093:33:H32JKBGX5:2
85c44f55-13c1-4a89-ab82-ba21f3666960	SRR11798324	SRR11798324_LB	ILLUMINA	10X3v2	NovaSeq6000	dd49p	A00319:14:H7HTLDMXX:2
cba95d4f-7aff-42d0-b32c-aa0bd56c2cca	SRR11798415	SRR11798415_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD024N	NS500624:148:HVN2MBGX2:2
a2578a83-55c3-44dd-9ee6-b3349f48e240	SRR11798362	SRR11798362_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD020N	NS500624:136:HCKW3BGX2:4
a3436f9a-dc5d-4701-b419-9860ae69db4f	SRR11798335	SRR11798335_LB	ILLUMINA	10X3v2	NovaSeq6000	KKCFFT32N	A00319:12:H57GGDMXX:1
4ac0f7a3-cb4b-4c1f-bf79-c08aad54c9af	SRR11798333	SRR11798333_LB	ILLUMINA	10X3v3	NovaSeq6000	cf019	A00454:145:HL2N2DMXX:2
8c81df10-25c2-4072-badf-e0de465bc7d0	SRR11798437	SRR11798437_LB	ILLUMINA	10X3v2	NextSeq500	ND16737	NB502093:40:HFKT3BGX9:3
d5b67f87-67d9-4b4d-ae84-908c4cb9bdd9	SRR11798414	SRR11798414_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD024N	NS500624:148:HVN2MBGX2:4
f6d49b4b-2e4d-4851-bb22-d764ea36e6fb	SRR11798345	SRR11798345_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD019N	NS500624:134:HFFV2BGX2:3
b2e970e3-f5cf-4826-9004-32d823cf9be0	SRR11798438	SRR11798438_LB	ILLUMINA	10X3v2	NextSeq500	ND16737	NB502093:40:HFKT3BGX9:4
60fb4cb6-caf5-4f60-99cf-174ab4219fbf	SRR11798344	SRR11798344_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD019N	NS500624:134:HFFV2BGX2:2
828f4f1c-260e-4695-84d6-c5dbe07fc240	SRR11798373	SRR11798373_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD020N	NS500624:136:HCKW3BGX2:4
70fe5a12-89fc-4f98-a159-5add5272091d	SRR11798371	SRR11798371_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD020N	NS500624:136:HCKW3BGX2:2
a4db15af-8324-486b-8fdc-65ddb964a442	SRR11798351	SRR11798351_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD019N	NS500624:134:HFFV2BGX2:2
ac62b93c-a701-4bd3-abc3-1ad94c43380f	SRR11798444	SRR11798444_LB	ILLUMINA	10X3v2	NextSeq500	ND15656	NB502093:32:H32J5BGX5:2
6fb0fe02-2b1b-4610-81cf-126ea8c78237	SRR11798469	SRR11798469_LB	ILLUMINA	10X3v2	NextSeq500	DD046_ALI	NB502093:21:H33YWBGX5:4
e9dcbbfd-5b8d-4982-b330-5770236a6db6	SRR11798357	SRR11798357_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD019N	NS500624:134:HFFV2BGX2:4
cedd068a-c4e9-4249-b5d0-79af66ecf4cb	SRR11798295	SRR11798295_LB	ILLUMINA	10X3v2	NovaSeq6000	cc04p	A00319:14:H7HTLDMXX:1
06705adb-fc74-4313-8491-6062e5606ba4	SRR11798466	SRR11798466_LB	ILLUMINA	10X3v2	NextSeq500	DD046_ALI	NB502093:21:H33YWBGX5:1
fae65391-f6a2-4950-a989-5f2a7fe8c9da	SRR11798318	SRR11798318_LB	ILLUMINA	10X3v2	NovaSeq6000	dd39p	NS500624:159:H2H35BGX3:4
12357c34-bcb0-4c69-8cac-b8977a066a0d	SRR11798364	SRR11798364_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD020N	NS500624:136:HCKW3BGX2:2
6016e1a0-9618-4c22-9692-22b648d5be03	SRR11798384	SRR11798384_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD022N	NS500624:148:HVN2MBGX2:3
bbf3422d-f7f0-4b72-b2b3-dcc454e51c4c	SRR11798361	SRR11798361_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD020N	NS500624:136:HCKW3BGX2:3
c32530cd-7376-4238-8c9c-87793337334f	SRR11798397	SRR11798397_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD023N	NS500624:148:HVN2MBGX2:3
b9b9d5c1-71c5-4d4b-8fe2-ad3b4bd52572	SRR11798479	SRR11798479_LB	ILLUMINA	Drop-seq	HiSeq4000	BG9_11	K00208:YBP040:1
8c30504e-5daa-4b26-abb1-7ed7e9fd37cf	SRR11798360	SRR11798360_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD020N	NS500624:136:HCKW3BGX2:2
fc659641-ddf8-461d-9c65-32a06dbf03d5	SRR11798327	SRR11798327_LB	ILLUMINA	10X3v2	NovaSeq6000	dd49p	A00319:14:H7HTLDMXX:1
6f85112a-337e-44ff-9fcb-9dc9aa172480	SRR11798319	SRR11798319_LB	ILLUMINA	10X3v2	NovaSeq6000	dd39p	NS500624:159:H2H35BGX3:1
71012b3e-40dc-4a1e-aed1-6cee50b7e861	SRR11798471	SRR11798471_LB	ILLUMINA	10X3v2	NextSeq500	ND16932_ALI	NB502093:54:HC2KNBGXB:1
9325f7e9-f014-4f19-9d9b-ab2a89f99d24	SRR11798442	SRR11798442_LB	ILLUMINA	10X3v2	NextSeq500	ND15656	NB502093:30:HMKHFBGX7:4
692d6d11-271d-48ff-b462-2835c0ee7c97	SRR11798309	SRR11798309_LB	ILLUMINA	10X3v2	NovaSeq6000	dd39p	NS500624:159:H2H35BGX3:2
f05bb179-57df-4b6d-a0e0-3b33520ad3db	SRR11798459	SRR11798459_LB	ILLUMINA	10X3v2	NextSeq500	DD046_ALI	NB502093:19:HMKMFBGX3:1
ec931f96-2417-49f7-aa20-18fb00de1774	SRR11798296	SRR11798296_LB	ILLUMINA	10X3v2	NovaSeq6000	cc04p	A00319:14:H7HTLDMXX:2
26269edd-4a3d-4806-9040-b2390422bae7	SRR11798340	SRR11798340_LB	ILLUMINA	10X3v2	NovaSeq6000	KKCFFT32N	A00319:12:H57GGDMXX:2
919ab64b-6da8-414e-ac7e-ae890c6d5358	SRR11798484	SRR11798484_LB	ILLUMINA	Drop-seq	HiSeq4000	BG9_20	K00208:YBP040:1
f2b17f25-6306-4d6a-bff5-d70c07911c9b	SRR11798376	SRR11798376_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD022N	NS500624:148:HVN2MBGX2:2
d486b292-f7ce-49ff-a651-4fddc4211e4b	SRR11798403	SRR11798403_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD023N	NS500624:148:HVN2MBGX2:2
5bf7179e-bdbb-40b2-a772-5ff8efd3f84f	SRR11798332	SRR11798332_LB	ILLUMINA	10X3v3	NovaSeq6000	h18	A00454:145:HL2N2DMXX:2
537e5d9c-e53b-4d0d-8e94-703f4f38a019	SRR11798298	SRR11798298_LB	ILLUMINA	10X3v2	NovaSeq6000	cc04p	A00319:14:H7HTLDMXX:2
8a114d2f-0099-4af4-8e0e-752314cfce0b	SRR11798300	SRR11798300_LB	ILLUMINA	10X3v2	NovaSeq6000	cc04p	A00319:14:H7HTLDMXX:2
fb7ba64d-ed0b-4b70-944e-901a013107ee	SRR11798406	SRR11798406_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD023N	NS500624:148:HVN2MBGX2:1
3d6a0ce5-8ce5-4238-bee4-c206300d2d12	SRR11798470	SRR11798470_LB	ILLUMINA	10X3v2	NextSeq500	DD046_ALI	NB502093:22:H3F5NBGX5:1
bfb6e0ff-3c2d-4caf-9836-377420dfb092	SRR11798445	SRR11798445_LB	ILLUMINA	10X3v2	NextSeq500	ND15656	NB502093:32:H32J5BGX5:3
d53f99d0-f3d4-4b81-b28c-99a0dbd67f9b	SRR11798368	SRR11798368_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD020N	NS500624:136:HCKW3BGX2:3
a086d094-7e05-4863-899c-a42e0f9f78e7	SRR11798450	SRR11798450_LB	ILLUMINA	10X3v2	NextSeq500	ND15989_ALI	NB502093:35:H32FGBGX5:4
cee88e6e-5d6e-4eb7-a023-2d092fc24a87	SRR11798440	SRR11798440_LB	ILLUMINA	10X3v2	NextSeq500	ND15656	NB502093:30:HMKHFBGX7:2
4734c8c7-1804-4e96-9be1-1e72f1f84baa	SRR11798369	SRR11798369_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD020N	NS500624:136:HCKW3BGX2:4
a8765fd1-f205-42ea-b025-1b4f28597369	SRR11798483	SRR11798483_LB	ILLUMINA	Drop-seq	HiSeq4000	BG9_19	K00208:YBP040:1
06b2cd0d-21e7-47ce-be8a-836e7b3d944e	SRR11798455	SRR11798455_LB	ILLUMINA	10X3v2	NextSeq500	ND16737_ALI	NB502093:47:HFLFMBGX9:1
21be1add-bb65-4e6b-bd94-b23784c7eaf3	SRR11798291	SRR11798291_LB	ILLUMINA	10X3v3	NovaSeq6000	cc02p	A00454:197:HLG7CDMXX:2
0fad743c-c673-4a8a-a1c3-424776a2013e	SRR11798352	SRR11798352_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD019N	NS500624:134:HFFV2BGX2:3
6ff6094f-b931-41cb-a5b6-71cd1b737ebb	SRR11798452	SRR11798452_LB	ILLUMINA	10X3v2	NextSeq500	ND15656_ALI	NB502093:33:H32JKBGX5:2
18de9f2c-d84c-4fcf-89c4-93bc043e09c7	SRR11798331	SRR11798331_LB	ILLUMINA	10X3v2	NovaSeq6000	dd49p	A00319:15:H7K3FDMXX:2
648c4944-fd5b-4a67-ab37-590112cee1e5	SRR11798307	SRR11798307_LB	ILLUMINA	10X3v2	NovaSeq6000	dd39p	NS500624:159:H2H35BGX3:4
33808754-750f-40f0-900c-376a6bf85e78	SRR11798460	SRR11798460_LB	ILLUMINA	10X3v2	NextSeq500	DD046_ALI	NB502093:22:H3F5NBGX5:2
10f9e8a4-2273-4143-81ec-54694670e7fe	SRR11798283	SRR11798283_LB	ILLUMINA	Drop-seq	HiSeq4000	BG9_31	K00208:YBP053:2
a7c0cdd0-2cc9-43fb-9ad4-4eb1d0f52429	SRR11798465	SRR11798465_LB	ILLUMINA	10X3v2	NextSeq500	DD046_ALI	NB502093:19:HMKMFBGX3:4
2ff04f38-dd9d-4f17-a168-c53d5df9b41e	SRR11798430	SRR11798430_LB	ILLUMINA	10X3v2	NextSeq500	ND17494	NB502093:58:HHTKJBGXB:4
8eb00397-3bd6-4eec-ba88-9754306de691	SRR11798299	SRR11798299_LB	ILLUMINA	10X3v2	NovaSeq6000	cc04p	A00319:14:H7HTLDMXX:1
8e76eab3-db41-4f05-aeda-6a725b3e35c3	SRR11798385	SRR11798385_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD022N	NS500624:148:HVN2MBGX2:4
cb4fed89-45af-4cb6-9f2b-17495f6ad7e7	SRR11798405	SRR11798405_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD023N	NS500624:148:HVN2MBGX2:4
a2341aa5-3dcc-48e2-b521-a25989f2bb8f	SRR11798358	SRR11798358_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD019N	NS500624:134:HFFV2BGX2:1
fb6e152f-d452-4817-b438-b3f65f4fe119	SRR11798314	SRR11798314_LB	ILLUMINA	10X3v2	NovaSeq6000	dd39p	NS500624:159:H2H35BGX3:4
ea286e06-b3ad-426f-b438-f053317efcec	SRR11798413	SRR11798413_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD024N	NS500624:148:HVN2MBGX2:3
d6e60ff8-2b39-4fca-9224-57485a401782	SRR11798285	SRR11798285_LB	ILLUMINA	Drop-seq	HiSeq4000	BG9_34	K00208:YAP064:1
5e89c9ed-86e5-47f9-940d-6df0d65dc790	SRR11798353	SRR11798353_LB	ILLUMINA	10X3v2	NovaSeq6000	KKD019N	NS500624:134:HFFV2BGX2:4
