Subdirectory	RGPU
192b3479-d237-42e4-a635-4a961cc5d2a4	Run0223_BC3JDHACXX_L2
48d62678-5b13-40d2-8d71-56e9b047322b	Run0257_BC53U3ACXX_L7
defb053d-aca9-41a2-80ea-4dafc1b498e6	Run0290_AC699YACXX_L2
5e3f64cb-b1ca-47be-93b3-a39cce8aa6db	Run0257_BC53U3ACXX_L3
3e980380-bcba-4811-8491-617d0eb10469	Run0247_BC4972ACXX_L8
7e644d80-8f4f-4c3a-8f96-704235adf51f	Run0247_BC4972ACXX_L3
81fc760e-8757-40da-b4c4-f0d2e06940de	Run0248_AC4D43ACXX_L4
ce1af5b5-a52f-404a-8ab3-7b4f79abc51c	Run0253_BC4H6AACXX_L8
f254ac5b-ee1b-4a4a-b49e-6ea4452b884d	Run0256_AC53WMACXX_L7
08a839ef-5755-4073-b85e-8895884618c7	Run0224_AC3JF3ACXX_L3
b61cdd3b-8369-4b63-ba51-d996a818ed98	Run0257_BC53U3ACXX_L7
4d6a51b4-5b04-4d0a-b3fa-48e491f77cc8	Run0248_AC4D43ACXX_L5
4db168af-63fd-4d91-bf0f-d5203d626c3b	Run0221_BC3H8JACXX_L6
8c0214ef-c604-4503-9bbc-a775768ccbff	Run0223_BC3JDHACXX_L1
eefaefef-1d5b-4341-85b0-95695bd34942	Run0257_BC53U3ACXX_L3
7199d6df-2b9a-4545-84d4-9d017fb7d50f	Run0257_BC53U3ACXX_L6
0cfb0ec4-b59e-46ca-915e-a324913212e9	Run0231_AC3NBVACXX_L6
f4d9cc2d-cc93-4ec8-b361-788f07f72295	Run0248_AC4D43ACXX_L5
aef8c37a-3a4b-4ebe-8871-7a3db5fc43b9	Run0247_BC4972ACXX_L4
fe77a93c-48a9-488a-80d9-69f436a13d59	Run0290_AC699YACXX_L2
13f66c28-dbcc-4e36-a4df-92404c5a84c8	Run0253_BC4H6AACXX_L4
d1146870-11cf-4d94-b465-1ca546e4698e	Run0253_BC4H6AACXX_L8
eb084f4f-6b6d-4792-b8db-5045f4e11174	Run0231_AC3NBVACXX_L5
46bb4349-8311-429e-9b68-6fd7df7ab3a1	Run0288_AC698EACXX_L2
21bf62fc-d5a2-4dde-8108-4f55044738b4	Run0253_BC4H6AACXX_L4
bdf50b88-657a-49d9-85e7-a3f284fcbf7e	Run0290_AC699YACXX_L2
f52ca8fe-2cc9-48c5-8d57-301a7efcf5c8	Run0253_BC4H6AACXX_L7
d3c1af7e-58f7-4e37-afe4-adfbb3359969	Run0253_BC4H6AACXX_L2
48513b6b-61d1-4613-9ca1-839fa5876e2a	Run0215_BC2NRKACXX_L7
50565ae0-9bb3-47cb-b3e2-31b6489fd5b5	Run0247_BC4972ACXX_L4
b637bba9-2637-4240-b736-4fdaf976f78d	Run0248_AC4D43ACXX_L5
ac974e70-c63c-4fce-bfa2-3d2beec9c984	Run0253_BC4H6AACXX_L6
6858bd8d-58d5-4c41-9012-8816e11e3166	Run0246_AC48UDACXX_L5
b600fee2-a752-4060-b5cb-d4adb1ca846a	Run0248_AC4D43ACXX_L6
77d84c1b-4d2a-4f71-bcdb-f7fe5fbffd71	Run0290_AC699YACXX_L2
08a9ceb1-bb0c-44e0-9a4b-35a8707afc29	Run0290_AC699YACXX_L2
f24c9f3b-2fde-4463-b8f6-45bb59e00d31	Run0221_BC3H8JACXX_L5
8d39d8a4-87a5-44a0-9795-401819c78fde	Run0253_BC4H6AACXX_L3
bf5875df-2f98-4bfa-8eaa-353ff6b5d8fc	Run0292_AC699LACXX_L4
4df4cc32-a3d8-44ad-8a69-27d1f8330ef6	Run0215_BC2NRKACXX_L7
2a4f8361-3ce8-4a70-ae51-cd8b3711166b	Run0257_BC53U3ACXX_L3
d52be6f6-0ef5-4fee-a5cf-8f9a74939861	Run0292_AC699LACXX_L4
d5336ed4-705e-4d32-a5bf-ee9fa81bef61	Run0248_AC4D43ACXX_L2
28191fe9-4b80-4c3a-b398-fb33a88b841f	Run0253_BC4H6AACXX_L5
7efa191d-bc02-4272-ba7f-500f34093aa5	Run0248_AC4D43ACXX_L6
f30a017e-f075-41f6-b3b9-4a91cad69245	Run0248_AC4D43ACXX_L4
664b5ff8-60ee-4139-8a8b-11ca29551239	Run0221_BC3H8JACXX_L6
a067f660-c3e8-4442-91ae-985a50f4f23b	Run0292_AC699LACXX_L4
f68e8850-b75f-4424-8927-e66c1d305aaf	Run0248_AC4D43ACXX_L5
62d68799-7586-4e63-8428-026e9e16cb5a	Run0231_AC3NBVACXX_L7
e9488ef0-b35b-4166-9d9d-d1fc9a57b925	Run0292_AC699LACXX_L4
720598e9-aae7-4a4e-a137-66bbbd2d570f	Run0256_AC53WMACXX_L7
a8585b97-898d-4673-925d-ce3c45c138b4	Run0284_AC5WN7ACXX_L5
b5d069bf-09ff-40e6-b1d8-34cfc2660a5d	Run0256_AC53WMACXX_L7
a6df5f26-e6bc-4829-911d-5f67348813c2	Run0248_AC4D43ACXX_L2
97884c1d-bdef-45e2-8c56-95f559143894	Run0208_AC2LDDACXX_L2
f339f8ff-7d58-4182-a399-3e1d21dd3da6	Run0231_AC3NBVACXX_L5
5371ad92-a85e-449c-8044-c665aab57d5d	Run0224_AC3JF3ACXX_L2
051b6299-8b6a-47ce-adab-62981c184bdc	Run0256_AC53WMACXX_L7
9770116d-5473-4449-baf2-e5f0d01b8d1b	Run0253_BC4H6AACXX_L3
971d4cfa-4cdf-4b6f-b084-9b9132e7f6fa	Run0231_AC3NBVACXX_L8
df501ae7-6403-49dd-90ef-26fe7f07239a	Run0292_AC699LACXX_L4
39826b74-24af-4157-9b00-400304d3a9c2	Run0246_AC48UDACXX_L6
e0dd9bf3-98c5-4156-a177-88cad24168ef	Run0248_AC4D43ACXX_L5
d7040998-0783-470e-b61d-2684fecdc2ae	Run0290_AC699YACXX_L3
ddd303ee-5e47-414f-a3e3-0b9d64e3c748	Run0248_AC4D43ACXX_L7
6e4dd8de-8e5a-44d9-92da-fc9854bb5a62	Run0253_BC4H6AACXX_L2
b6b9299f-d89d-4d65-ad0f-2b753f29ae71	Run0246_AC48UDACXX_L4
ee529783-958d-4b03-bd0d-9fa06db76c2a	Run0343_AC87WGACXX_L4
784b11ef-bd72-48ce-a853-167f5d817e27	Run0257_BC53U3ACXX_L3
30d21a1d-9476-4080-8f43-bd323f40a072	Run0247_BC4972ACXX_L3
2f93667c-852e-493e-9bbd-c73b702abdb4	Run0257_BC53U3ACXX_L2
00594940-dcca-45b5-a964-ffacdcdf4edc	Run0256_AC53WMACXX_L7
a59ec548-cdf5-4712-b992-5edef6caaebc	Run0253_BC4H6AACXX_L4
99891f3d-9894-4eb0-a972-953550b1749c	Run0290_AC699YACXX_L3
325429b0-ddd1-45eb-b1a2-a33ac7719f6e	Run0247_BC4972ACXX_L5
15b7bd8b-ca6c-4f10-ad42-e5092143aa15	Run0248_AC4D43ACXX_L6
f6f42323-3d52-4c8a-9480-3dc00ecfb7cc	Run0224_AC3JF3ACXX_L3
2be524e3-af3e-40ae-9bc6-cbeef02e811f	Run0248_AC4D43ACXX_L5
014fb259-610f-4482-8b43-a8632d69e8ac	Run0257_BC53U3ACXX_L7
d93b5b5d-ca6a-4cc9-8a4c-786f07b2b44f	Run0215_BC2NRKACXX_L7
a38b5dd2-b543-4f0e-a4fc-b396a671317b	Run0246_AC48UDACXX_L4
3749b03a-d83b-429f-85b9-a25f30ff5092	Run0248_AC4D43ACXX_L4
cd7f7d68-9224-41e7-837a-aae4f7a91838	Run0247_BC4972ACXX_L3
0309b409-551a-4e29-9e70-20f4c381a189	Run0247_BC4972ACXX_L3
b02c9133-5579-4451-b69f-645a6120ad5a	Run0202_AC2KPCACXX_L5
7b0bf5a0-2259-44c4-8526-3e83b61512ad	Run0224_AC3JF3ACXX_L1
8163f104-e30b-41ce-997b-079bcbbee5fc	Run0196_AC23BRACXX_L5
6c8c581b-9ac3-4d7c-b2c5-4b5f2ee96e88	Run0224_AC3JF3ACXX_L5
3caefcfe-79aa-4529-b464-b54b1646ded0	Run0246_AC48UDACXX_L4
2a7e7d94-616d-44de-a9f4-2dcdb7268fc4	Run0253_BC4H6AACXX_L8
44226335-da08-4036-979f-ecf5e256034a	Run0247_BC4972ACXX_L6
56322591-f4bc-4301-9086-35ec86b2fb59	Run0231_AC3NBVACXX_L5
81d57faf-486d-41ad-8bc2-35813663f0b6	Run0248_AC4D43ACXX_L7
1e467bea-543f-4d1f-a78c-7eb8f6d392cc	Run0247_BC4972ACXX_L5
bc24cc21-bce3-4cca-9b1f-9a994950c4fb	Run0256_AC53WMACXX_L7
b83d2670-804f-40f6-bf9f-e9db331d6dca	Run0247_BC4972ACXX_L3
6bcb8690-6b29-4044-9b81-268aa37e69b8	Run0253_BC4H6AACXX_L5
604a5bf8-5bc4-4087-88a7-c2df207e8419	Run0253_BC4H6AACXX_L4
6ce9e232-0255-4814-967e-c3dfdf840640	Run0253_BC4H6AACXX_L7
59e31363-727d-433e-a684-02cf47adf9b4	Run0231_AC3NBVACXX_L7
1d9226d8-1c55-4585-9caf-6c1093a252d3	Run0246_AC48UDACXX_L6
297dac9b-d5c1-4ab1-891f-8868ca3880ba	Run0248_AC4D43ACXX_L7
568bd255-a70a-4021-a1a8-da09050c1bcb	Run0229_BC3N7TACXX_L2
4d2b2776-32a2-4cb9-9ccf-9962b97a8fb4	Run0253_BC4H6AACXX_L3
c5994bc4-f1cd-4002-8c2c-be4276a38696	Run0257_BC53U3ACXX_L6
a9a83646-2971-4afd-ae23-6b8ada70a915	Run0248_AC4D43ACXX_L4
3b95e3af-aff5-4904-8763-57cc877e6b06	Run0208_AC2LDDACXX_L4
88dade03-d7e4-4006-a7ea-5187521d8c44	Run0248_AC4D43ACXX_L5
8fd7ed70-c147-4f71-94ee-61a923beee3a	Run0248_AC4D43ACXX_L3
65a3621e-08b4-462d-9bba-b49d60d2aafd	Run0246_AC48UDACXX_L6
f3bfb56f-fc9d-48dc-aca4-2712a09b0511	Run0229_BC3N7TACXX_L2
e1f20e19-40bf-4bdb-945d-d1ab8fd4c39a	Run0257_BC53U3ACXX_L7
e907bd20-044a-4cbf-8945-1384e9e5c37a	Run0253_BC4H6AACXX_L2
facff356-8edd-45b1-a329-58b25029fbc8	Run0253_BC4H6AACXX_L4
e9172fc9-5c07-45f4-83e0-302b62230bef	Run0247_BC4972ACXX_L7
8f457176-e42a-4562-aca5-b019d3355154	Run0253_BC4H6AACXX_L3
d351ee9e-6dcd-4972-8499-47aa49df0196	Run0257_BC53U3ACXX_L3
9ea22af8-3005-48f9-b175-0c1bc3fed9cd	Run0257_BC53U3ACXX_L3
5660afd6-b57b-4bcb-8f98-b84039f286ce	Run0248_AC4D43ACXX_L7
b3c10cd6-9398-422a-8b75-dc7d21fd20b5	Run0247_BC4972ACXX_L2
15677860-0dbb-4dc9-9cc0-9f48bcaf3797	Run0224_AC3JF3ACXX_L1
ac1671f1-88e2-499b-b71d-3f79f20037f8	Run0248_AC4D43ACXX_L3
429cc89b-8a8e-4f45-aa93-201f20115262	Run0253_BC4H6AACXX_L4
513f50a9-73ca-447c-a000-471e7498be0d	Run0248_AC4D43ACXX_L7
f1557241-ecf7-440d-9e22-259c2d9ed21d	Run0288_AC698EACXX_L2
345f1de1-c48a-468a-b68e-f55946c91856	Run0247_BC4972ACXX_L7
e1c782d4-e9d4-4907-ac7f-00203ad3a9e5	Run0248_AC4D43ACXX_L2
87fa96d3-dce7-424f-975d-ecb6e4e0ac07	Run0231_AC3NBVACXX_L5
e3260eb2-7ad9-402c-90b2-9971af7dadf0	Run0343_AC87WGACXX_L4
67d65129-3366-41d0-b622-828176db50d3	Run0290_AC699YACXX_L3
a364af71-a679-42ce-b2e1-0e05e5743e31	Run0202_AC2KPCACXX_L5
279f2acd-3bbf-46fb-837a-297d31b2d52f	Run0231_AC3NBVACXX_L5
bf738328-f6b9-4e3d-aff4-5f13e194c129	Run0246_AC48UDACXX_L4
2c20a2aa-c8ef-41e2-a942-0c5ad02765dc	Run0256_AC53WMACXX_L7
f6b90555-5736-4b0e-a1a5-3838a5f376ac	Run0231_AC3NBVACXX_L7
3805e3df-80da-40f2-93ce-5c4fdf6ddc33	Run0290_AC699YACXX_L2
549da251-bd13-4e13-8b3d-6dae76509ebf	Run0257_BC53U3ACXX_L3
b2d43095-3f00-4277-aa73-0af0177d9533	Run0288_AC698EACXX_L2
d5e48426-36bc-45b9-b6b2-84b27c95c82e	Run0253_BC4H6AACXX_L3
331f75f8-4000-4e06-886c-f4c94531cf5f	Run0284_AC5WN7ACXX_L5
57c85acd-6d29-44b8-a018-97f53f42a1e6	Run0247_BC4972ACXX_L7
5a17b393-569d-4294-8f70-7e7ed9c4598c	Run0256_AC53WMACXX_L7
9f8b71ef-6e1a-4264-bbbb-5dcdf64768ca	Run0253_BC4H6AACXX_L7
a4a8251f-7743-4957-b5fc-309ea3a0ba46	Run0208_AC2LDDACXX_L2
1f242f00-fd44-447a-9b0a-7ecdfd8591b0	Run0248_AC4D43ACXX_L7
ad4f94c6-b088-4676-b6cc-e4b47791058e	Run0208_AC2LDDACXX_L4
d9d75d9e-bec9-42f2-b163-242d330edc52	Run0290_AC699YACXX_L5
bb7e67f1-5677-433b-bb6a-ccf2f01248ca	Run0253_BC4H6AACXX_L8
8d0e9007-c947-4460-9348-1024fca15a06	Run0247_BC4972ACXX_L1
a987c81b-7188-4cf6-ba7f-89d66d2984c1	Run0248_AC4D43ACXX_L4
fd986a06-8155-462a-9e0d-09f858d3dd8b	Run0253_BC4H6AACXX_L2
34d1baaa-408a-4e8e-81fc-3b0368555a05	Run0223_BC3JDHACXX_L2
3347800d-c846-4e09-aee1-eea61e655494	Run0253_BC4H6AACXX_L3
32d75187-1096-4320-bea8-4d434cc15753	Run0247_BC4972ACXX_L2
b084b6a8-bede-474e-b16e-15198f585c31	Run0231_AC3NBVACXX_L6
74bbcec3-aa22-41d3-b4ea-e839fcec16bf	Run0253_BC4H6AACXX_L1
1db9a65c-67b0-4b42-823e-4aaf26af717d	Run0343_AC87WGACXX_L4
3b74d023-61f5-4eb1-a0c9-8b62e965a701	Run0253_BC4H6AACXX_L1
b4a132ee-3ca0-4f51-a937-acc6915c5134	Run0208_AC2LDDACXX_L4
4120678b-a5c4-401c-8294-c934ac8e102b	Run0343_AC87WGACXX_L5
e9af8527-fd9a-4bb0-85e4-db3703b34ad7	Run0343_AC87WGACXX_L4
0b2406ce-a9a6-4400-aa3b-0f856da25b1f	Run0247_BC4972ACXX_L3
99463822-a205-4878-99e4-0781d1553ac1	Run0290_AC699YACXX_L5
af8cf381-7c6a-4514-9fad-1e0e8e947938	Run0247_BC4972ACXX_L1
c9e025b3-3a9c-44f2-8795-8a07a21bb60a	Run0253_BC4H6AACXX_L3
188eb759-275d-4717-a6f9-1d985bbb62df	Run0248_AC4D43ACXX_L2
bf8a03c5-7c3f-41a9-afc0-aeb79c09dfb7	Run0247_BC4972ACXX_L2
f5e2a02b-f22d-453e-a57d-9fe1cdfa5650	Run0247_BC4972ACXX_L3
5262da47-f0a9-4b7c-ac4c-11ad8c4835be	Run0288_AC698EACXX_L2
d916679d-b920-4b00-ab7d-82a36103c166	Run0208_AC2LDDACXX_L3
18d970fa-eb85-4549-a488-0e7ed99068f3	Run0215_BC2NRKACXX_L7
325a4bd0-bb4a-40ec-a558-d2b565150928	Run0290_AC699YACXX_L5
f68f7d70-42f7-4431-81ab-d5464bf053de	Run0203_BC2KF2ACXX_L5
63224b99-6d7a-4a57-be67-362082466410	Run0256_AC53WMACXX_L8
552660de-d684-4b3e-89ba-54b8983d9501	Run0290_AC699YACXX_L2
83055d1d-47b4-48f4-b99d-596c0b263670	Run0223_BC3JDHACXX_L1
748026d5-3034-4a3b-8f73-cf28d88ab796	Run0247_BC4972ACXX_L6
12da8fd0-e21a-48a1-9e27-4485048bbc5a	Run0232_AC3NWRACXX_L7
406295bf-486f-446a-aac9-26f9e51026ef	Run0256_AC53WMACXX_L8
f45b71a8-d19a-476a-8b00-2042b2b8a50c	Run0253_BC4H6AACXX_L7
6954edf9-4a5e-4f5e-be89-951f5239fea2	Run0229_BC3N7TACXX_L2
b60d678d-63af-41c8-bb8c-25be2041933d	Run0208_AC2LDDACXX_L2
46cdb2b5-886d-4616-b331-821d76f817c9	Run0253_BC4H6AACXX_L2
7e31b0b5-b7bf-4ca1-802e-a64e0382ff54	Run0231_AC3NBVACXX_L8
83f5bc74-a345-418e-b0e2-e28b943f5ed5	Run0232_AC3NWRACXX_L7
9fc35ffe-c54f-4568-9989-0980ef7568d9	Run0290_AC699YACXX_L3
8f525d24-a892-492a-a357-50cbee9b54e6	Run0229_BC3N7TACXX_L2
875765c7-87be-457c-8cb4-1fd0eb7cda8d	Run0248_AC4D43ACXX_L4
d40c3a55-8d1d-46b5-9f94-7926c8366030	Run0257_BC53U3ACXX_L6
7a241b7a-e374-4612-89b4-213d865bcd3a	Run0290_AC699YACXX_L5
a3627cca-0698-4d45-82bb-1732da209c6f	Run0247_BC4972ACXX_L8
0d231718-6902-440a-8709-abb1ae2a8b48	Run0248_AC4D43ACXX_L5
42703f3f-7953-461c-848e-486fb700766f	Run0202_AC2KPCACXX_L5
b9b810e7-47cf-4ac9-80a5-17f73b87f1ed	Run0248_AC4D43ACXX_L6
b3d513af-d7a8-4643-bb6a-6109313712a7	Run0256_AC53WMACXX_L8
48a5dc87-09c1-46ff-b535-424756a699cd	Run0248_AC4D43ACXX_L3
2f0b2dbf-7fb8-4268-a39e-afc23e5e5345	Run0290_AC699YACXX_L5
eca04c89-650f-4d35-957c-8d299f0ebffe	Run0253_BC4H6AACXX_L8
99d4946a-38cc-484d-ae84-8ca9f5e046cb	Run0248_AC4D43ACXX_L5
fdd5b12f-15f1-4509-942e-7d3bcf86ae6d	Run0248_AC4D43ACXX_L4
0ba54b36-4c52-470a-9e86-68a6df7559f2	Run0223_BC3JDHACXX_L1
76b0c611-8d4c-47f7-a9f2-087969359ddb	Run0257_BC53U3ACXX_L6
e5296c85-b28a-4b37-9c23-8606cafa0271	Run0253_BC4H6AACXX_L3
15085c07-e221-4609-a1d7-606dba9506f0	Run0247_BC4972ACXX_L2
6875d59b-85f1-43be-bc1f-0e48bd6e4e91	Run0224_AC3JF3ACXX_L5
273d21e7-35d3-478a-9e74-4df61e2b0329	Run0247_BC4972ACXX_L6
83e0141b-5bb6-41ec-85d3-22ac46b47ec1	Run0253_BC4H6AACXX_L8
bbd6fd8b-0411-4633-bd6a-bcac5c0ff09e	Run0231_AC3NBVACXX_L5
146c5671-25d1-4a95-9038-8238820fa6e7	Run0223_BC3JDHACXX_L2
f0d77b32-54f4-4c11-9a3b-0bbf05bd87c1	Run0253_BC4H6AACXX_L2
8eb50b61-5dcb-4d18-a5ac-8be9778a9978	Run0253_BC4H6AACXX_L4
e04949cf-6b58-4bd9-b5b3-c6f71e1025f0	Run0208_AC2LDDACXX_L4
628dfd97-be36-40c2-a004-ec585afffd79	Run0253_BC4H6AACXX_L3
42bdf6f4-9961-42e3-865a-c4ab33a02b32	Run0246_AC48UDACXX_L5
af176fc7-dff7-4c6e-88a4-41d291ee9b47	Run0253_BC4H6AACXX_L4
13cb2bb9-3d97-42a4-b3d2-88ddb4ef39a8	Run0246_AC48UDACXX_L4
a751d259-e672-430d-b7f2-a43fbc9f0ac0	Run0248_AC4D43ACXX_L2
40eff8cc-3b94-40ee-a377-0669fa6248eb	Run0290_AC699YACXX_L3
62747620-7ca4-4907-a374-c645baa51472	Run0248_AC4D43ACXX_L2
ce70d291-6ee6-4416-80c7-decb65d66a2f	Run0247_BC4972ACXX_L5
735a839d-5a1e-47a2-b661-8b26077af5a7	Run0223_BC3JDHACXX_L1
7b0b3938-4911-427f-a2ba-82ca070e7269	Run0224_AC3JF3ACXX_L4
39542ac6-313d-410f-9220-4168a2553a3b	Run0253_BC4H6AACXX_L3
28d4f115-705e-46d7-ba63-087bc5de5815	Run0231_AC3NBVACXX_L8
60d11dce-7dab-4e0a-8b32-5e4fea91378e	Run0253_BC4H6AACXX_L7
a67e7be1-c871-4b2d-8734-68a6495a7f0c	Run0248_AC4D43ACXX_L6
a140561f-4444-4e73-b5bc-a8462821820b	Run0343_AC87WGACXX_L4
0970a601-0c85-450c-b9f7-04b2fcbbdb2e	Run0257_BC53U3ACXX_L7
31c7223c-ac6d-4dab-8fb4-d8a40af581d4	Run0247_BC4972ACXX_L1
81da2250-b3ba-499a-a911-c9a818ab52cd	Run0221_BC3H8JACXX_L5
afbcbb41-9421-4625-9866-8e148b71a015	Run0253_BC4H6AACXX_L2
d0d57715-eb17-402d-8319-8572bff06e51	Run0256_AC53WMACXX_L8
e2f588b8-d00b-4b7f-82ff-d67356c7671e	Run0253_BC4H6AACXX_L3
d49686b9-254c-4862-9259-71af7d463c44	Run0247_BC4972ACXX_L6
9eccc506-dc4e-4e5d-b752-b036e28a4382	Run0224_AC3JF3ACXX_L3
5e4d0a1e-3053-41eb-905f-2652faa2b1e4	Run0253_BC4H6AACXX_L7
156fcfdb-f17a-4952-97f5-9a4989678bb4	Run0221_BC3H8JACXX_L5
de991566-71f0-4b0a-8d76-1eec66eedfbf	Run0215_BC2NRKACXX_L7
cef2213d-ffa6-4552-a27c-e621a3f8ad31	Run0248_AC4D43ACXX_L4
f383897a-1ee8-46e8-90bc-a0844146739b	Run0248_AC4D43ACXX_L4
7179f970-5aba-4434-bf2c-849b85bf9631	Run0253_BC4H6AACXX_L1
2b4d3f30-8332-47e5-8701-b82708beb905	Run0253_BC4H6AACXX_L2
02dc5c88-f680-43a9-a99a-341c73c5b9b7	Run0246_AC48UDACXX_L5
13ae270d-bfc7-4ad9-8dd1-6174dc097aa0	Run0247_BC4972ACXX_L7
943fab5c-8b74-4bea-8190-71cb77237dcc	Run0224_AC3JF3ACXX_L5
10a05eab-946d-4150-b875-881263fbf62b	Run0232_AC3NWRACXX_L7
d887bb4c-981e-43e4-8dec-587ffca154aa	Run0343_AC87WGACXX_L5
37601685-9659-440f-8bfc-fc8bc25ca547	Run0248_AC4D43ACXX_L7
41606187-4c75-4711-ab2e-82d9c43ba18e	Run0292_AC699LACXX_L3
0ebd188d-4d30-4b56-b99e-65682bda832d	Run0257_BC53U3ACXX_L3
cdc0f5dd-e0a8-448a-babe-e732bba1e788	Run0232_AC3NWRACXX_L7
e271e40b-0cff-451a-a9bd-ff5f158de8f3	Run0223_BC3JDHACXX_L1
b49aef00-ae75-48fd-be66-fc7704363247	Run0343_AC87WGACXX_L4
